"ror_nr","ror_unit","ror_plant","region_id","zip","city","street","year","Pinst","efactor","head","total_flow","flo_river_ror","status","company","turbtype","geodbid","river","river_km","level_meter"
"2480","E21469010000006900900101020000051",,"11017","91575","Windsbach","Untereschenbach 9","2012","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26235",,"0","33"
"2481","E214700195700NEU00000000006400001",,"11017","95683","Ebnath","Gruenlasmuehle","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"15930",,"0","33"
"2482","E214700195700NEU00000000006400002",,"11017","95683","Ebnath","Brander Str. 20","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"15930",,"0","33"
"2483","E2147101WAS96231HAUSEN00000000001",,"11017","96231","Bad Staffelstein","Hausen","2001","0.66","0.00","0.00","0.00",NULL,"OPR",,,"13997",,"0","33"
"2484","E2147101WAS96242MUEHLGRA000400001",,"11017","96242","Sonnefeld","Muehlgraben 4","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"24360",,"0","33"
"2485","E2147101WAS96253UFERSTR0000400001",,"11017","96253","Untersiemau","Uferstrasse 4","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"25268",,"0","33"
"2486","E2147101WAS96253WEIDEMUE000000001",,"11017","96253","Untersiemau","Weidenmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"25268",,"0","33"
"2487","E2147101WAS96268AUMUEHLE000100001",,"11017","96268","Mitwitz","Aumuehle 1","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"20983",,"0","33"
"2488","E2147101WAS96268HOF00000005300001",,"11017","96268","Mitwitz","Hof Nr. 53","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"20983",,"0","33"
"2489","E2147101WAS96268HOF00000006500001",,"11017","96268","Mitwitz","Hof Nr. 65","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"20983",,"0","33"
"2490","E2147101WAS96268HORB0000001100001",,"11017","96268","Mitwitz","Horb Nr. 11","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"20983",,"0","33"
"2491","E2147101WAS96269ERLESMUE000000001",,"11017","96269","Grossheirath","Erlesmuehle","2001","0.24","0.00","0.00","0.00",NULL,"OPR",,,"17478",,"0","33"
"2492","E2147101WAS96277MITWISTR001500001",,"11017","96277","Schneckenlohe","Mitwitzer Strasse 15","2001","0.18","0.00","0.00","0.00",NULL,"OPR",,,"23820",,"0","33"
"2493","E2147101WAS96450BERTELMU000000001",,"11017","96450","Coburg","Bertelsdorfer Muehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15311",,"0","33"
"2494","E2147101WAS96450FLNR0237001000001",,"11017","96450","Coburg","Flur Nr. 237/10 Gem. Cortendorf","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"15311",,"0","33"
"2495","E2147101WAS96450ROESTENW001200001",,"11017","96450","Coburg","Roestenweg 12 / 14","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15311",,"0","33"
"2496","E2147101WAS96482CREIDSTR000500001",,"11017","96482","Ahorn","Creidlitzer Strasse 5","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"13430",,"0","33"
"2497","E2147101WAS96489GEIZENMU000000001",,"11017","96489","Niederfuellbach","Geizenmuehle","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"21630",,"0","33"
"2498","E2148801WA000000000000042EEG00001",,"11017","91056","Erlangen","Heerfleckenstr. 11","2012","0.01","0.00","0.00","0.00",NULL,"OPR",,,"16280",,"0","33"
"2499","E2148801WA000000000000070EEG00001",,"11017","91054","Erlangen","Schleifmuehle 1","0","0.05","0.00","0.00","0.00",NULL,"OPR",,,"16280",,"0","33"
"2500","E2148801WA000000000000094EEG00001",,"11017","91056","Erlangen","Neumuehle 16a","2012","0.23","0.00","0.00","0.00",NULL,"OPR",,,"16280",,"0","33"
"2501","E2148801WA000000000000126EEG00001",,"11017","91054","Erlangen","Werker 6","2001","0.48","0.00","0.00","0.00",NULL,"OPR",,,"16280",,"0","33"
"2502","E2148801WA000000000000314EEG00001",,"11017","91054","Erlangen","Thalermuehle 1","2001","0.52","0.00","0.00","0.00",NULL,"OPR",,,"16280",,"0","33"
"2503","E2148801WA000000000000321EEG00001",,"11017","91054","Erlangen","Neuseser Strasse / Flur Nr. 556/2","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16280",,"0","33"
"2504","E2148801WA000000000000408EEG00001",,"11017","91056","Erlangen","Klostermuehlgasse 11","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16280",,"0","33"
"2505","E21494010412500300201111810000001",,"11008","35781","Weilburg","Niedergasse 3","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"25814",,"0","17"
"2506","E21494010515000100101111810000001",,"11008","35781","Weilburg","Im Bangert 1","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"25814",,"0","17"
"2507","E2149701WKAPfortmuehleM1000100002",,"11015","31785","Hameln","Sudentenstrasse 2","2001","0.73","0.00","0.00","0.00",NULL,"OPR",,,"17840",,"0","7"
"2508","E2149701WKAWerderneu0M10000300001",,"11015","31785","Hameln","Inselstrasse 5","2001","1.47","0.00","0.00","0.00",NULL,"OPR",,,"17840",,"0","7"
"2509","E21505010000101001002000S00000001",,"11017","63773","Goldbach","Aschaffenburger Strasse 2","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"17186",,"0","33"
"2510","E21518010378156200001000S00100001",,"11015","31535","Neustadt","Muehlenhof 1","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"21559",,"0","7"
"2511","E215270137213000010117402900WK001",,"11016","37213","Witzenhausen","Kasseler Landstrasse 29","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"26334",,"0","3"
"2512","E2153501EWRE000000000000000110006",,"11010","87642","Halblech-Bayerniederhofen","uebergabestation Bayerniederhofen","2001","0.90","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"2513","E2153501EWRE000000000000000410002",,"11010","87459","Pfronten-Steinach","Gschoenweg 13","2009","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2514","E2153501EWRE000000000000000410014",,"11010","87494","Rueckholz","Luimoos 48","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23390",,"0","19"
"2515","E2153501EWRE000000000000000510008",,"11010","87645","Schwangau","Gipsmuehle","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"24018",,"0","19"
"2516","E2153501EWRE000000000000000510015",,"11010","87669","Rieden","Faulenseestr. 33-39","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"23090",,"0","19"
"2517","E2153501EWRE000000000000001710009",,"11010","87629","Fuessen","Lusalten 1","2001","1.20","0.00","0.00","0.00",NULL,"OPR",,,"16768",,"0","19"
"2518","E2153501EWRE000000000000002810001",,"11010","87459","Pfronten-Meilingen","Panoramaweg 14","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2519","E2153501EWRE000000000000003010003",,"11010","87459","Pfronten-Dorf","Joseweg 9","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2520","E2153501EWRE000000000000003210010",,"11010","87459","Pfronten-Steinach","Alpengartenweg 9","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2521","E2153501EWRE000000000000003310011",,"11010","87459","Pfronten-Ried","Vilstalstr. 91","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2522","E2153501EWRE000000000000003410012",,"11010","87459","Pfronten-Steinach","Breitenbergstr. 15","2004","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2523","E2153501EWRE000000000000003510013",,"11010","87459","Pfronten-Steinach","Fallmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2524","E2153501EWRE000000000000003610017",,"11010","87459","Pfronten-Ried","Vilstalstr. 93","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2525","E2153501EWRE000000000000005310004",,"11010","87459","Pfronten-Heitlern","Tiroler Str. 5","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2526","E2153501EWRE000000000000005410005",,"11010","87459","Pfronten-Steinach","Tiroler Str. 139","1908","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2527","E2153501EWRE000000000000005710007",,"11010","87459","Pfronten-Steinach","Gschoenweg 1","2012","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2528","E2153501EWRE000000000000009210016",,"11010","87459","Pfronten-Steinach","Zirmenweg 11","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2529","E2153501EWRE000000000000009310018",,"11010","87459","Pfronten-Steinach","Achtalstr. 17","2011","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2530","E2153501EWRE100000000000000110006",,"11010","87642","Halblech-Bayerniederhofen","uebergabestation Bayerniederhofen","2001","0.87","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"2531","E2153501EWRE100000000000003310011",,"11010","87459","Pfronten-Ried","Vilstalstr. 91","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"22436",,"0","19"
"2532","E2153501EWRE200000000000000110006",,"11010","87642","Halblech-Bayerniederhofen","uebergabestation Bayerniederhofen","2001","0.96","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"2533","E2153501EWRE300000000000000110006",,"11010","87642","Halblech-Bayerniederhofen","uebergabestation Bayerniederhofen","2001","0.17","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"2534","E215430100000obernburg00201100001",,"11017","63785","Obernburg","Muehlstr. 7","2011","0.05","0.00","0.00","0.00",NULL,"OPR",,,"21945",,"0","33"
"2535","E2156801B007307N9998XXXX001500001",,"11018","85465","Langenpreising","Schachtmuehle 2","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"19940",,"0","12"
"2536","E21574010000000000000000000000001",,"11017","91349","Egloffstein","Talstr.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"15998",,"0","33"
"2537","E21574010000000000000000000000002",,"11017","91349","Egloffstein","Wasserrad","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15998",,"0","33"
"2538","E215770131134E04210000000X0128639",,"11015","31134","Hildesheim","Johannisstr.","0","0.25","0.00","0.00","0.00",NULL,"OPR",,,"18328",,"0","7"
"2539","E215770131139E06620000000X0126952",,"11015","31139","Hildesheim","Rottsberg","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"18328",,"0","7"
"2540","E21583010006288451300000000010011",,"11018","84513","Erharting","oedmuehle 3","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"16269",,"0","12"
"2541","E21583010006288451300000000010021",,"11018","84513","Erharting","Schossbach 20","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"16269",,"0","12"
"2542","E21594010100100008023000S_E000001",,"11018","93413","Cham","Untere Regenstrasse 23","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"15289",,"0","12"
"2543","E21594010100100014001000S_E000001",,"11018","93413","Cham","Neumuehle 1","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"15289",,"0","12"
"2544","E21594010600600323006000S_E000001",,"11018","93413","Cham","Altenmarkt 6","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"15289",,"0","12"
"2545","E21598019414220200400000200000001",,"11018","94142","Fuersteneck","Loizersdorf 40","0","0.27","0.00","0.00","0.00",NULL,"OPR",,,"16760",,"0","12"
"2546","E21598019416020200500000200000001",,"11018","94160","Ringelai","Haberlmuehle 1","0","0.20","0.00","0.00","0.00",NULL,"OPR",,,"23137",,"0","12"
"2547","E21598019416020200900000200000001",,"11018","94160","Ringelai","Haberlmuehle 1","0","0.20","0.00","0.00","0.00",NULL,"OPR",,,"23137",,"0","12"
"2548","E21611010000100030001000S00000001",,"11018","82467","Garmisch-Partenkirchen","Obermuehlweg 1","0","0.16","0.00","0.00","0.00",NULL,"OPR",,,"16838",,"0","12"
"2549","E21611010000100052028000S00000001",,"11018","82467","Garmisch-Partenkirchen","Wildenauer Strasse 28","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"16838",,"0","12"
"2550","E21611010000100052028000S00000002",,"11018","82467","Garmisch-Partenkirchen","Wildenauer Strasse 28","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"16838",,"0","12"
"2551","E21611010000100053001000S00000001",,"11018","82467","Garmisch-Partenkirchen","Wildenau 1","2010","0.38","0.00","0.00","0.00",NULL,"OPR",,,"16838",,"0","12"
"2552","E21611010000100062000000S00700001",,"11018","82467","Garmisch-Partenkirchen","Muenchnerstrasse 0","0","0.58","0.00","0.00","0.00",NULL,"OPR",,,"16838",,"0","12"
"2553","E21611010000100062000000S00700002",,"11018","82467","Garmisch-Partenkirchen","Wasserkraftwerk Esterberg","0","0.08","0.00","0.00","0.00",NULL,"OPR",,,"16838",,"0","12"
"2554","E21611010000200154025000S00000001",,"11018","82467","Kaltenbrunn","Kaltenbrunn 25/27","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"124047",,"0","12"
"2555","E21614010314525001200101040006011",,"11018","84100","Niederaichbach","Neumuehlstrasse 12","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"21606",,"0","12"
"2556","E21614010366004002500101020006011",,"11018","84051","Ahrain","Landshuterstrasse 25","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"16349",,"0","12"
"2557","E21614010386040100000101010006011",,"11018","84051","Ahrain","Poeschlmuehle 1","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"16349",,"0","12"
"2558","E21614010528802500100101030006011",,"11018","84180","Loiching","Wastlmuehle 1","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"20375",,"0","12"
"2559","E21614010539118000500101030006011",,"11018","84183","Niederviehbach","Untere Au 5","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21692",,"0","12"
"2560","E21617010010030502100101080000001",,"11017","91578","Leutershausen","Muehlweg 21","2001","0.50","0.00","0.00","0.00",NULL,"OPR",,,"20176",,"0","33"
"2561","E2165001XXXDZ076617060WAssER00001",,"11018","93470","Lohberg","Wiesmuehlenweg 7","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"20359",,"0","12"
"2562","E2165001XXXDZ49904064WAssERX00001",,"11018","93470","Lohberg","Lamer Strasse 7","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"20359",,"0","12"
"2563","E2165001XXXDZ53209572WAssERX00001",,"11018","93470","Lohberg","Sommerauerstrasse 10","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"20359",,"0","12"
"2564","E21669010161050090020000000000001",,"11017","97539","Dampfach","Muehlstr. 9","2001","0.00","0.00","0.00","0.00",NULL,"OPR",,,"139126",,"0","33"
"2565","E21669010360900020900000000000001",,"11017","97493","Garstadt","Mainkraftwerk","2001","3.90","0.00","0.00","0.00",NULL,"OPR",,,"139424",,"0","33"
"2566","E21669010381050010020000000000001",,"11017","97450","Gaenheim","Frankenstr. 1","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"139308",,"0","33"
"2567","E21669010741050240010000000000001",,"11017","97440","Muehlhausen","Grundmuehlstr. 24","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"139539",,"0","33"
"2568","E21669011071190600010000000000001",,"11017","97523","Schwanfeld","Kembachstr. 60","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24017",,"0","33"
"2569","E21669011221160020010000000000001",,"11017","97508","Untereuerheim","Schlossmuehlenweg 2","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"139450",,"0","33"
"2570","E21669011281620150910000000000001",,"11017","97332","Volkach","Alte Obervolkacher Str. 15","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25453",,"0","33"
"2571","E21674011000000000000005317000000",,"11018","94130","Obernzell","Muehlenweg 17","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"21958",,"0","12"
"2572","E21674011000000000000005504000000",,"11018","94130","Obernzell","Hammermuehlstrasse 4","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21958",,"0","12"
"2573","E21681019783300001000050900000001",,"11017","97833","Frammersbach","Herbertshainer Str. 90","2001","0.13","0.00","0.00","0.00",NULL,"OPR",,,"16582",,"0","33"
"2574","E21681019783300001000520080000001",,"11017","97833","Frammersbach","Hammerfurtweg 8","2001","0.00","0.00","0.00","0.00",NULL,"OPR",,,"16582",,"0","33"
"2575","E21690010010002000400101010000001",,"11018","82490","Farchant","Esterbergstrasse 4","2001","0.42","0.00","0.00","0.00",NULL,"OPR",,,"16441",,"0","12"
"2576","E2169101000000000000000WKWBe00038",,"11018","83098","Brannenburg","Sudelfeldstrasse 117","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2577","E2169101000000000000000WKWFi00039",,"11018","83098","Brannenburg","Sudelfeldstrasse 114","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2578","E2169101000000000000000WKWNa00040",,"11018","83098","Brannenburg","Kohlhaufmuehle 1","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2579","E216910100000000000000WKWFoe00043",,"11018","83098","Brannenburg","Sudelfeldstrasse 120","2001","0.90","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2580","E21691010000000000000WKWMue100041",,"11018","83098","Brannenburg","Hinterkronberg","2001","0.23","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2581","E21691010000000000000WKWMue200042",,"11018","83098","Brannenburg","Sudelfeldstrasse 120","2001","0.45","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2582","E21691010020002900100101010000036",,"11018","83098","Brannenburg","Wart 1","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2583","E21691010020003400000101010000037",,"11018","83098","Brannenburg","Schlossstrasse","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"14860",,"0","12"
"2584","E21702010010000700000101010000001",,"11018","94345","Aholfing","Puchhof 0","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13428",,"0","12"
"2585","E21702010010011900100101010000001",,"11018","94348","Atting","Bruckmuehle 1","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13787",,"0","12"
"2586","E21702010010013201200101010000001",,"11018","94348","Atting","Hauptstr. 12","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13787",,"0","12"
"2587","E21702010010014800000101010000001",,"11018","94348","Atting","Wallmuehle 0","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13787",,"0","12"
"2588","E217020100100220002A0101010000001",,"11017","93179","Brennberg","Dosmuehle 2 a","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"14945",,"0","33"
"2589","E21702010010022400200101010000001",,"11017","93179","Brennberg","Fahnmuehle 2","2003","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14945",,"0","33"
"2590","E21702010010022400900101010000001",,"11017","93179","Brennberg","Fahnmuehle 9","2001","1.30","0.00","0.00","0.00",NULL,"OPR",,,"14945",,"0","33"
"2591","E21702010010023400300101010000001",,"11017","93179","Brennberg","Hammermuehle 3","2001","0.76","0.00","0.00","0.00",NULL,"OPR",,,"14945",,"0","33"
"2592","E21702010010038100100101010000001",,"11018","93167","Falkenstein","Loeffelmuehle 1","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"16436",,"0","12"
"2593","E21702010010038800100101010000001",,"11018","93167","Falkenstein","Muehlthal 1","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16436",,"0","12"
"2594","E21702010010040100800101020000001",,"11018","93167","Falkenstein","Schweinsberg 8","2003","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16436",,"0","12"
"2595","E21702010010058702000101010000001",,"11017","93099","Moetzing","Laaberallee 20","1908","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21050",,"0","33"
"2596","E21702010010059301600101010000001",,"11017","93099","Moetzing","Oberhaimbuch-Laaberstrasse 16","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21050",,"0","33"
"2597","E21702010010080100100101010000001",,"11018","94369","Rain","Rainer Muehle 1","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22765",,"0","12"
"2598","E21702010010082900100101010000001",,"11018","93191","Rettenbach","Grubmuehle 1","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23020",,"0","12"
"2599","E21702010010084000100101010000001",,"11018","93191","Rettenbach","Neumuehle 1","2002","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23020",,"0","12"
"2600","E21702010010087100100101010000001",,"11018","94377","Steinach","Bruckmuehle 1","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24513",,"0","12"
"2601","E21702010010099700100101010000001",,"11018","94344","Wiesenfelden","Hammermuehl 1","2009","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26134",,"0","12"
"2602","E21702010010113900100101010000001",,"11017","93109","Wiesent","Heilsberg 1","2001","0.53","0.00","0.00","0.00",NULL,"OPR",,,"26137",,"0","33"
